INFO:__main__:Rank: -1 - World Size: -1
INFO:__main__:Suppressing subprocess logging. If this is not desired enable debug mode.
2022-11-15 14:48:06.935648: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-11-15 14:48:07.226672: E tensorflow/stream_executor/cuda/cuda_blas.cc:2981] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2022-11-15 14:48:09.786798: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.786998: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.787021: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
INFO:__main__:Loading data.
WARNING:datasets.builder:Found cached dataset sst2 (/home/users1/zhouwi/.cache/huggingface/datasets/sst2/default/2.0.0/9896208a8d85db057ac50c72282bcb8fe755accc671a57dd8059d4e130961ed5)
start
load data
  0%|          | 0/3 [00:00<?, ?it/s]
100%|██████████| 3/3 [00:00<00:00, 246.76it/s]
INFO:__main__:Initializing model.
Some weights of the model checkpoint at bert-base-uncased were not used when initializing BertForSequenceClassification: ['cls.seq_relationship.weight', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/mount/arbeitsdaten20/projekte/cik/users/wei/lsc/lib64/python3.10/site-packages/transformers/optimization.py:306: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
INFO:__main__:Updating 109483778 / 109483778 params.
INFO:__main__:Epoch: 0
INFO:__main__:Training...
67349
610
262
done loading dataset and model config
done loading model
warmup_steps 420.93125000000003
  0%|          | 0/2105 [00:00<?, ?it/s]Truncation was not explicitly activated but `max_length` is provided a specific value, please use `truncation=True` to explicitly truncate examples to max length. Defaulting to 'longest_first' truncation strategy. If you encode pairs of sequences (GLUE-style) with the tokenizer you can select this strategy more precisely by providing a specific strategy to `truncation`.
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1612/2105 [1:34:13<30:18,  3.69s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1613/2105 [1:34:13<30:14,  3.69s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1613/2105 [1:34:16<30:14,  3.69s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1614/2105 [1:34:16<30:10,  3.69s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1614/2105 [1:34:20<30:10,  3.69s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1615/2105 [1:34:20<30:04,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1615/2105 [1:34:24<30:04,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1616/2105 [1:34:24<30:03,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1616/2105 [1:34:28<30:03,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1617/2105 [1:34:28<29:58,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1617/2105 [1:34:31<29:58,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1618/2105 [1:34:31<29:51,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1618/2105 [1:34:35<29:51,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1619/2105 [1:34:35<29:48,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1619/2105 [1:34:39<29:48,  3.68s/it]
loss:  0.1034, accuracy: 0.9653:  77%|███████▋  | 1620/2105 [1:34:39<29:45,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1620/2105 [1:34:42<29:45,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1621/2105 [1:34:42<29:40,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1621/2105 [1:34:46<29:40,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1622/2105 [1:34:46<29:35,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1622/2105 [1:34:50<29:35,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1623/2105 [1:34:50<29:33,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1623/2105 [1:34:53<29:33,  3.68s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1624/2105 [1:34:53<29:37,  3.70s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1624/2105 [1:34:57<29:37,  3.70s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1625/2105 [1:34:57<29:34,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  77%|███████▋  | 1625/2105 [1:35:01<29:34,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  77%|███████▋  | 1626/2105 [1:35:01<29:26,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1626/2105 [1:35:04<29:26,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1627/2105 [1:35:04<29:23,  3.69s/it]
loss:  0.1033, accuracy: 0.9652:  77%|███████▋  | 1627/2105 [1:35:08<29:23,  3.69s/it]
loss:  0.1033, accuracy: 0.9652:  77%|███████▋  | 1628/2105 [1:35:08<29:17,  3.69s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1628/2105 [1:35:12<29:17,  3.69s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1629/2105 [1:35:12<29:12,  3.68s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1629/2105 [1:35:15<29:12,  3.68s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1630/2105 [1:35:15<29:10,  3.68s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1630/2105 [1:35:19<29:10,  3.68s/it]
loss:  0.1033, accuracy: 0.9653:  77%|███████▋  | 1631/2105 [1:35:19<29:07,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  77%|███████▋  | 1631/2105 [1:35:23<29:07,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1632/2105 [1:35:23<29:05,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1632/2105 [1:35:27<29:05,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1633/2105 [1:35:27<29:03,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1633/2105 [1:35:30<29:03,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1634/2105 [1:35:30<28:57,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1634/2105 [1:35:34<28:57,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1635/2105 [1:35:34<28:52,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1635/2105 [1:35:38<28:52,  3.69s/it]
loss:  0.1034, accuracy: 0.9652:  78%|███████▊  | 1636/2105 [1:35:38<28:49,  3.69s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1636/2105 [1:35:41<28:49,  3.69s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1637/2105 [1:35:41<28:49,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1637/2105 [1:35:45<28:49,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1638/2105 [1:35:45<28:46,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1638/2105 [1:35:49<28:46,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1639/2105 [1:35:49<28:42,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1639/2105 [1:35:52<28:42,  3.70s/it]
loss:  0.1033, accuracy: 0.9652:  78%|███████▊  | 1640/2105 [1:35:52<28:36,  3.69s/it]
loss:  0.1032, accuracy: 0.9653:  78%|███████▊  | 1640/2105 [1:35:56<28:36,  3.69s/it]
loss:  0.1032, accuracy: 0.9653:  78%|███████▊  | 1641/2105 [1:35:56<28:30,  3.69s/it]
loss:  0.1032, accuracy: 0.9653:  78%|███████▊  | 1641/2105 [1:36:00<28:30,  3.69s/it]
loss:  0.1032, accuracy: 0.9653:  78%|███████▊  | 1642/2105 [1:36:00<28:28,  3.69s/it]
loss:  0.1032, accuracy: 0.9653:  78%|███████▊  | 1642/2105 [1:36:03<28:28,  3.69s/it]
loss:  0.1032, accuracy: 0.9653:  78%|███████▊  | 1643/2105 [1:36:03<28:26,  3.69s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1643/2105 [1:36:07<28:26,  3.69s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1644/2105 [1:36:07<28:21,  3.69s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1644/2105 [1:36:11<28:21,  3.69s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1645/2105 [1:36:11<28:17,  3.69s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1645/2105 [1:36:14<28:17,  3.69s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1646/2105 [1:36:14<28:11,  3.68s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1646/2105 [1:36:18<28:11,  3.68s/it]
loss:  0.1031, accuracy: 0.9653:  78%|███████▊  | 1647/2105 [1:36:18<28:06,  3.68s/it]
loss:  0.1030, accuracy: 0.9654:  78%|███████▊  | 1647/2105 [1:36:22<28:06,  3.68s/it]
loss:  0.1030, accuracy: 0.9654:  78%|███████▊  | 1648/2105 [1:36:22<28:02,  3.68s/it]
loss:  0.1030, accuracy: 0.9654:  78%|███████▊  | 1648/2105 [1:36:26<28:02,  3.68s/it]
loss:  0.1030, accuracy: 0.9654:  78%|███████▊  | 1649/2105 [1:36:26<27:56,  3.68s/it]
loss:  0.1029, accuracy: 0.9654:  78%|███████▊  | 1649/2105 [1:36:29<27:56,  3.68s/it]
loss:  0.1029, accuracy: 0.9654:  78%|███████▊  | 1650/2105 [1:36:29<27:57,  3.69s/it]
loss:  0.1029, accuracy: 0.9654:  78%|███████▊  | 1650/2105 [1:36:33<27:57,  3.69s/it]
loss:  0.1029, accuracy: 0.9654:  78%|███████▊  | 1651/2105 [1:36:33<27:53,  3.69s/it]
loss:  0.1028, accuracy: 0.9654:  78%|███████▊  | 1651/2105 [1:36:37<27:53,  3.69s/it]
loss:  0.1028, accuracy: 0.9654:  78%|███████▊  | 1652/2105 [1:36:37<27:48,  3.68s/it]
loss:  0.1029, accuracy: 0.9654:  78%|███████▊  | 1652/2105 [1:36:40<27:48,  3.68s/it]
loss:  0.1029, accuracy: 0.9654:  79%|███████▊  | 1653/2105 [1:36:40<27:46,  3.69s/it]
loss:  0.1029, accuracy: 0.9654:  79%|███████▊  | 1653/2105 [1:36:44<27:46,  3.69s/it]
loss:  0.1029, accuracy: 0.9654:  79%|███████▊  | 1654/2105 [1:36:44<27:40,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▊  | 1654/2105 [1:36:48<27:40,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▊  | 1655/2105 [1:36:48<27:37,  3.68s/it]
loss:  0.1029, accuracy: 0.9654:  79%|███████▊  | 1655/2105 [1:36:51<27:37,  3.68s/it]
loss:  0.1029, accuracy: 0.9654:  79%|███████▊  | 1656/2105 [1:36:51<27:32,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▊  | 1656/2105 [1:36:55<27:32,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▊  | 1657/2105 [1:36:55<27:26,  3.68s/it]
loss:  0.1029, accuracy: 0.9655:  79%|███████▊  | 1657/2105 [1:36:59<27:26,  3.68s/it]
loss:  0.1029, accuracy: 0.9655:  79%|███████▉  | 1658/2105 [1:36:59<27:23,  3.68s/it]
loss:  0.1029, accuracy: 0.9655:  79%|███████▉  | 1658/2105 [1:37:02<27:23,  3.68s/it]
loss:  0.1029, accuracy: 0.9655:  79%|███████▉  | 1659/2105 [1:37:02<27:20,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1659/2105 [1:37:06<27:20,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1660/2105 [1:37:06<27:15,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1660/2105 [1:37:10<27:15,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1661/2105 [1:37:10<27:12,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1661/2105 [1:37:13<27:12,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1662/2105 [1:37:13<27:06,  3.67s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1662/2105 [1:37:17<27:06,  3.67s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1663/2105 [1:37:17<27:05,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1663/2105 [1:37:21<27:05,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1664/2105 [1:37:21<27:01,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1664/2105 [1:37:24<27:01,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1665/2105 [1:37:24<26:58,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1665/2105 [1:37:28<26:58,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1666/2105 [1:37:28<26:54,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1666/2105 [1:37:32<26:54,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1667/2105 [1:37:32<26:50,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1667/2105 [1:37:35<26:50,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1668/2105 [1:37:35<26:47,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1668/2105 [1:37:39<26:47,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1669/2105 [1:37:39<26:43,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1669/2105 [1:37:43<26:43,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1670/2105 [1:37:43<26:40,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1670/2105 [1:37:46<26:40,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1671/2105 [1:37:46<26:37,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1671/2105 [1:37:50<26:37,  3.68s/it]
loss:  0.1028, accuracy: 0.9655:  79%|███████▉  | 1672/2105 [1:37:50<26:33,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1672/2105 [1:37:54<26:33,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1673/2105 [1:37:54<26:29,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  79%|███████▉  | 1673/2105 [1:37:58<26:29,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  80%|███████▉  | 1674/2105 [1:37:58<26:26,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1674/2105 [1:38:01<26:26,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1675/2105 [1:38:01<26:25,  3.69s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1675/2105 [1:38:05<26:25,  3.69s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1676/2105 [1:38:05<26:19,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  80%|███████▉  | 1676/2105 [1:38:09<26:19,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  80%|███████▉  | 1677/2105 [1:38:09<26:14,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1677/2105 [1:38:12<26:14,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1678/2105 [1:38:12<26:11,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1678/2105 [1:38:16<26:11,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1679/2105 [1:38:16<26:07,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1679/2105 [1:38:20<26:07,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|███████▉  | 1680/2105 [1:38:20<26:02,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  80%|███████▉  | 1680/2105 [1:38:23<26:02,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  80%|███████▉  | 1681/2105 [1:38:23<25:58,  3.67s/it]
loss:  0.1028, accuracy: 0.9654:  80%|███████▉  | 1681/2105 [1:38:27<25:58,  3.67s/it]
loss:  0.1028, accuracy: 0.9654:  80%|███████▉  | 1682/2105 [1:38:27<25:54,  3.68s/it]
loss:  0.1027, accuracy: 0.9654:  80%|███████▉  | 1682/2105 [1:38:31<25:54,  3.68s/it]
loss:  0.1027, accuracy: 0.9654:  80%|███████▉  | 1683/2105 [1:38:31<25:52,  3.68s/it]
loss:  0.1027, accuracy: 0.9654:  80%|███████▉  | 1683/2105 [1:38:34<25:52,  3.68s/it]
loss:  0.1027, accuracy: 0.9654:  80%|████████  | 1684/2105 [1:38:34<25:47,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  80%|████████  | 1684/2105 [1:38:38<25:47,  3.68s/it]
loss:  0.1027, accuracy: 0.9655:  80%|████████  | 1685/2105 [1:38:38<25:43,  3.67s/it]
loss:  0.1026, accuracy: 0.9655:  80%|████████  | 1685/2105 [1:38:42<25:43,  3.67s/it]
loss:  0.1026, accuracy: 0.9655:  80%|████████  | 1686/2105 [1:38:42<25:40,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|████████  | 1686/2105 [1:38:45<25:40,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|████████  | 1687/2105 [1:38:45<25:36,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|████████  | 1687/2105 [1:38:49<25:36,  3.68s/it]
loss:  0.1026, accuracy: 0.9655:  80%|████████  | 1688/2105 [1:38:49<25:37,  3.69s/it]
loss:  0.1025, accuracy: 0.9655:  80%|████████  | 1688/2105 [1:38:53<25:37,  3.69s/it]
loss:  0.1025, accuracy: 0.9655:  80%|████████  | 1689/2105 [1:38:53<25:34,  3.69s/it]
loss:  0.1025, accuracy: 0.9655:  80%|████████  | 1689/2105 [1:38:56<25:34,  3.69s/it]
loss:  0.1025, accuracy: 0.9655:  80%|████████  | 1690/2105 [1:38:56<25:32,  3.69s/it]
loss:  0.1025, accuracy: 0.9656:  80%|████████  | 1690/2105 [1:39:00<25:32,  3.69s/it]
loss:  0.1025, accuracy: 0.9656:  80%|████████  | 1691/2105 [1:39:00<25:26,  3.69s/it]
loss:  0.1024, accuracy: 0.9656:  80%|████████  | 1691/2105 [1:39:04<25:26,  3.69s/it]
loss:  0.1024, accuracy: 0.9656:  80%|████████  | 1692/2105 [1:39:04<25:23,  3.69s/it]
loss:  0.1024, accuracy: 0.9656:  80%|████████  | 1692/2105 [1:39:07<25:23,  3.69s/it]
loss:  0.1024, accuracy: 0.9656:  80%|████████  | 1693/2105 [1:39:07<25:17,  3.68s/it]
loss:  0.1024, accuracy: 0.9656:  80%|████████  | 1693/2105 [1:39:11<25:17,  3.68s/it]
loss:  0.1024, accuracy: 0.9656:  80%|████████  | 1694/2105 [1:39:11<25:14,  3.69s/it]
loss:  0.1023, accuracy: 0.9656:  80%|████████  | 1694/2105 [1:39:15<25:14,  3.69s/it]
loss:  0.1023, accuracy: 0.9656:  81%|████████  | 1695/2105 [1:39:15<25:12,  3.69s/it]
loss:  0.1023, accuracy: 0.9656:  81%|████████  | 1695/2105 [1:39:19<25:12,  3.69s/it]
loss:  0.1023, accuracy: 0.9656:  81%|████████  | 1696/2105 [1:39:19<25:07,  3.69s/it]
loss:  0.1023, accuracy: 0.9656:  81%|████████  | 1696/2105 [1:39:22<25:07,  3.69s/it]
loss:  0.1023, accuracy: 0.9656:  81%|████████  | 1697/2105 [1:39:22<25:03,  3.69s/it]
loss:  0.1022, accuracy: 0.9656:  81%|████████  | 1697/2105 [1:39:26<25:03,  3.69s/it]
loss:  0.1022, accuracy: 0.9656:  81%|████████  | 1698/2105 [1:39:26<24:59,  3.69s/it]
loss:  0.1022, accuracy: 0.9656:  81%|████████  | 1698/2105 [1:39:30<24:59,  3.69s/it]
loss:  0.1022, accuracy: 0.9656:  81%|████████  | 1699/2105 [1:39:30<24:55,  3.68s/it]
loss:  0.1022, accuracy: 0.9656:  81%|████████  | 1699/2105 [1:39:33<24:55,  3.68s/it]
loss:  0.1022, accuracy: 0.9656:  81%|████████  | 1700/2105 [1:39:33<24:54,  3.69s/it]
loss:  0.1021, accuracy: 0.9656:  81%|████████  | 1700/2105 [1:39:37<24:54,  3.69s/it]
loss:  0.1021, accuracy: 0.9656:  81%|████████  | 1701/2105 [1:39:37<24:50,  3.69s/it]
loss:  0.1021, accuracy: 0.9656:  81%|████████  | 1701/2105 [1:39:41<24:50,  3.69s/it]
loss:  0.1021, accuracy: 0.9656:  81%|████████  | 1702/2105 [1:39:41<24:46,  3.69s/it]
loss:  0.1021, accuracy: 0.9657:  81%|████████  | 1702/2105 [1:39:44<24:46,  3.69s/it]
loss:  0.1021, accuracy: 0.9657:  81%|████████  | 1703/2105 [1:39:44<24:40,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1703/2105 [1:39:48<24:40,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1704/2105 [1:39:48<24:36,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1704/2105 [1:39:52<24:36,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1705/2105 [1:39:52<24:31,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1705/2105 [1:39:55<24:31,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1706/2105 [1:39:55<24:28,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1706/2105 [1:39:59<24:28,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1707/2105 [1:39:59<24:25,  3.68s/it]
loss:  0.1021, accuracy: 0.9657:  81%|████████  | 1707/2105 [1:40:03<24:25,  3.68s/it]
loss:  0.1021, accuracy: 0.9657:  81%|████████  | 1708/2105 [1:40:03<24:21,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1708/2105 [1:40:06<24:21,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1709/2105 [1:40:06<24:18,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1709/2105 [1:40:10<24:18,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  81%|████████  | 1710/2105 [1:40:10<24:13,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████  | 1710/2105 [1:40:14<24:13,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████▏ | 1711/2105 [1:40:14<24:10,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████▏ | 1711/2105 [1:40:17<24:10,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████▏ | 1712/2105 [1:40:17<24:06,  3.68s/it]
loss:  0.1018, accuracy: 0.9657:  81%|████████▏ | 1712/2105 [1:40:21<24:06,  3.68s/it]
loss:  0.1018, accuracy: 0.9657:  81%|████████▏ | 1713/2105 [1:40:21<24:06,  3.69s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████▏ | 1713/2105 [1:40:25<24:06,  3.69s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████▏ | 1714/2105 [1:40:25<24:01,  3.69s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████▏ | 1714/2105 [1:40:29<24:01,  3.69s/it]
loss:  0.1019, accuracy: 0.9657:  81%|████████▏ | 1715/2105 [1:40:29<23:59,  3.69s/it]
loss:  0.1018, accuracy: 0.9657:  81%|████████▏ | 1715/2105 [1:40:32<23:59,  3.69s/it]
loss:  0.1018, accuracy: 0.9657:  82%|████████▏ | 1716/2105 [1:40:32<23:53,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  82%|████████▏ | 1716/2105 [1:40:36<23:53,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  82%|████████▏ | 1717/2105 [1:40:36<23:49,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  82%|████████▏ | 1717/2105 [1:40:40<23:49,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  82%|████████▏ | 1718/2105 [1:40:40<23:44,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  82%|████████▏ | 1718/2105 [1:40:43<23:44,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  82%|████████▏ | 1719/2105 [1:40:43<23:40,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  82%|████████▏ | 1719/2105 [1:40:47<23:40,  3.68s/it]
loss:  0.1020, accuracy: 0.9657:  82%|████████▏ | 1720/2105 [1:40:47<23:38,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  82%|████████▏ | 1720/2105 [1:40:51<23:38,  3.68s/it]
loss:  0.1019, accuracy: 0.9657:  82%|████████▏ | 1721/2105 [1:40:51<23:33,  3.68s/it]
loss:  0.1019, accuracy: 0.9658:  82%|████████▏ | 1721/2105 [1:40:54<23:33,  3.68s/it]
